customer_id,first_name,last_name,email,phone,registration_date,last_activity_date,segment,total_purchases,total_spent,average_order_value,acquisition_channel,is_active,address,preferences
1275,Christian,Rice,lisaflynn@example.com,001-563-438-2084,2020-07-06,2023-06-12,New,36,25081.23,780.03,Direct,True,"{'street': '25436 Sarah Green Apt. 743', 'city': 'Peggyfurt', 'state': 'DE', 'zip': '10436', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [21, 35, 52, 69]}"
1276,Rebecca,Kim,oreyes@example.com,+1-465-827-7626,2024-09-07,2024-12-15,Premium,3,2269.24,632.21,Advertisement,True,"{'street': '55266 Bowen Park', 'city': 'Brittanymouth', 'state': 'DC', 'zip': '21082', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': [2, 78, 77, 33]}"
1277,Megan,Parker,amandamurphy@example.net,471-441-4766x7145,2023-04-11,2024-01-18,New,22,3118.06,181.33,Social Media,False,"{'street': '927 Burnett Forge', 'city': 'South Scottland', 'state': 'AZ', 'zip': '93293', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'Mail', 'SMS'], 'favorite_products': [63]}"
1278,Christina,Lee,zarellano@example.org,880.957.7730,2023-06-11,2023-09-18,Premium,8,13599.24,1589.91,Partner,False,"{'street': '506 Robbins Lodge Suite 908', 'city': 'New Thomas', 'state': 'MD', 'zip': '82796', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['Email', 'Phone'], 'favorite_products': [36, 85]}"
1279,Jill,Williams,johnsonadam@example.org,001-885-428-0222x8353,2020-07-24,2021-02-04,Premium,57,5858.43,618.83,Web Search,True,"{'street': '275 Deanna Road Suite 401', 'city': 'New Brianfurt', 'state': 'IL', 'zip': '99404', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'Phone', 'Email'], 'favorite_products': [72, 13, 82, 51]}"
1280,Christina,Hayes,peter69@example.net,696-250-5036,2021-04-15,2023-10-04,Regular,26,8202.47,702.0,Web Search,True,"{'street': '2166 Laurie Views Suite 013', 'city': 'Quinnfurt', 'state': 'WA', 'zip': '58887', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': []}"
1281,Patrick,Martin,ryan79@example.org,001-294-227-4563x50800,2024-05-30,2024-09-28,Premium,11,3713.3,935.6,Partner,True,"{'street': '20936 Wayne Hills Apt. 376', 'city': 'Port Donald', 'state': 'PR', 'zip': '41491', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [85]}"
1282,Tammy,Ford,john49@example.org,+1-244-570-9831,2024-11-13,2025-03-11,VIP,3,531.05,364.61,Advertisement,True,"{'street': '5175 Scott Springs', 'city': 'South Carrie', 'state': 'MH', 'zip': '35374', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Email'], 'favorite_products': [56, 2, 97]}"
1283,Jason,Ramsey,diana18@example.org,304-541-4419x9919,2024-09-30,2025-02-12,Regular,7,389.11,52.07,Referral,True,"{'street': '09216 Michelle Glen Suite 711', 'city': 'Davidtown', 'state': 'MI', 'zip': '97924', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Mail'], 'favorite_products': [63, 95]}"
1284,Chris,Jones,kaustin@example.com,(706)424-5965,2021-06-20,2023-12-05,New,31,15433.61,560.05,Referral,True,"{'street': '41379 Brian Brook Suite 242', 'city': 'East Lori', 'state': 'PR', 'zip': '45738', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [23, 39, 74, 15, 13]}"
1285,Wendy,Camacho,suzanne44@example.net,(887)574-1070x25241,2024-11-19,2025-04-07,New,2,807.63,148.12,Direct,True,"{'street': '91001 Walters Camp Apt. 252', 'city': 'East Sheriton', 'state': 'UT', 'zip': '19263', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [8, 96, 29]}"
1286,Nathan,Krause,mary77@example.com,+1-653-750-3792x89386,2023-11-19,2024-12-22,Regular,9,1151.61,487.89,Web Search,True,"{'street': '4211 Gonzalez Pines', 'city': 'West Mariaborough', 'state': 'HI', 'zip': '14474', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [40]}"
1287,Tricia,Murray,wgomez@example.org,719.549.8710,2022-09-16,2023-05-30,Regular,24,3633.35,121.32,Advertisement,False,"{'street': '401 Michael Walk', 'city': 'North Gina', 'state': 'VA', 'zip': '62902', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': [21, 22]}"
1288,Rebecca,Ayala,scott79@example.net,+1-618-475-5802x0052,2024-03-31,2024-08-19,New,10,5050.92,1235.16,Referral,False,"{'street': '5147 Navarro Falls', 'city': 'East Frankhaven', 'state': 'WA', 'zip': '77848', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [12, 34, 8, 51]}"
1289,Sharon,Wilson,sarah92@example.org,5218684766,2021-10-13,2025-03-13,New,32,18251.69,838.53,Advertisement,False,"{'street': '16553 Valdez Skyway', 'city': 'Lake Jonathan', 'state': 'AR', 'zip': '45815', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [19, 2]}"
1290,Deborah,Johnson,nicholas34@example.net,+1-417-282-3887,2023-01-22,2023-06-15,Premium,8,9227.12,904.15,Direct,True,"{'street': '6963 Villarreal Isle', 'city': 'West Brianport', 'state': 'ID', 'zip': '63654', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Phone', 'Email', 'Mail'], 'favorite_products': []}"
1291,Matthew,Fitzpatrick,harrisbrandon@example.com,8847877366,2022-05-07,2022-08-20,Premium,21,7691.57,251.62,Direct,True,"{'street': '27502 Long Pass Suite 082', 'city': 'Mooneytown', 'state': 'MS', 'zip': '54621', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Mail'], 'favorite_products': [62, 99]}"
1292,Patrick,Howell,rmooney@example.org,+1-759-678-3995,2021-07-03,2022-06-29,Premium,14,11166.51,726.29,Advertisement,True,"{'street': '842 Perez Inlet Suite 935', 'city': 'North Brian', 'state': 'KY', 'zip': '22149', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': [24]}"
1293,Alan,Johnson,floresaustin@example.com,923.558.5910x5395,2023-08-22,2025-01-15,Premium,20,772.74,38.19,Social Media,True,"{'street': '5421 Carroll Inlet Apt. 017', 'city': 'Thompsonbury', 'state': 'RI', 'zip': '78852', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail'], 'favorite_products': []}"
1294,Christine,Peterson,antoniosolis@example.net,+1-933-316-6753x710,2024-04-23,2024-06-06,Regular,1,372.34,120.11,Social Media,True,"{'street': '343 Richard Valley Apt. 610', 'city': 'West Timothystad', 'state': 'VT', 'zip': '07245', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Email'], 'favorite_products': [59, 40]}"
1295,Alex,Mcneil,aliciasmith@example.net,+1-365-771-2800x37195,2024-05-16,2025-03-14,Regular,7,1303.27,112.33,Partner,False,"{'street': '89856 Washington Alley Apt. 217', 'city': 'West Kevintown', 'state': 'MT', 'zip': '89002', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': [79, 32, 25]}"
1296,Danielle,Galvan,danderson@example.com,402.687.2484x763,2024-07-31,2024-12-07,Premium,2,5568.45,685.07,Referral,True,"{'street': '4610 Christopher Ville', 'city': 'East Donna', 'state': 'TX', 'zip': '98687', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [77, 83]}"
1297,Lisa,Simpson,richardjimenez@example.org,661.946.0157x108,2021-02-23,2024-03-19,Regular,46,11295.98,246.97,Referral,True,"{'street': '3232 Contreras Stream Suite 314', 'city': 'Richardville', 'state': 'OH', 'zip': '13684', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [45, 81]}"
1298,Cole,Lee,edwardwilson@example.net,(938)550-6070x160,2022-02-25,2025-01-04,New,4,1055.16,47.14,Partner,True,"{'street': '792 Susan Ridges Suite 465', 'city': 'Maynardmouth', 'state': 'TX', 'zip': '07366', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [72, 42, 38, 73, 14]}"
1299,Walter,Castillo,vvincent@example.org,386.762.5294,2022-06-10,2022-06-15,New,18,1684.06,56.01,Web Search,True,"{'street': '382 Alexis Wall', 'city': 'Port Jessicaville', 'state': 'GU', 'zip': '23104', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': [31, 30, 41, 60]}"
1300,Samuel,Anderson,gdavis@example.org,+1-993-896-9565x632,2023-07-08,2024-06-04,Regular,15,392.18,18.89,Partner,True,"{'street': '8913 Cain Parkways', 'city': 'Bowenborough', 'state': 'CA', 'zip': '26325', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Mail', 'Email', 'Phone'], 'favorite_products': [22, 97, 88]}"
1301,Angela,Hall,rodriguezjermaine@example.com,+1-633-933-9583,2023-05-16,2024-02-07,Premium,7,4736.41,283.08,Web Search,True,"{'street': '137 Cynthia Lock Apt. 470', 'city': 'Dylanmouth', 'state': 'VT', 'zip': '07246', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [29, 89, 81, 94]}"
1302,Austin,Kim,david00@example.org,923.264.4861,2020-12-27,2022-11-05,Regular,44,929.38,30.83,Partner,True,"{'street': '34608 Gomez Mills', 'city': 'Port Kim', 'state': 'UT', 'zip': '13407', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['SMS'], 'favorite_products': [81, 76]}"
1303,Deborah,Jackson,chase42@example.com,001-416-362-2652,2023-01-05,2025-04-05,Regular,24,274.58,60.48,Direct,True,"{'street': '07376 Mckee Freeway Apt. 647', 'city': 'Valenciachester', 'state': 'PR', 'zip': '85047', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS', 'Phone', 'Mail'], 'favorite_products': []}"
1304,Kimberly,Fields,taylorwilliams@example.com,257-381-1982,2022-01-09,2022-11-04,Premium,7,7939.78,1015.33,Direct,False,"{'street': '812 Hansen Springs', 'city': 'Robertview', 'state': 'NC', 'zip': '99057', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [65, 87, 96, 40, 52]}"
1305,Brian,Sampson,nlarson@example.org,351.686.9874x65139,2022-05-23,2024-10-22,VIP,6,17254.75,1648.92,Social Media,True,"{'street': '9112 Wright Lane Apt. 470', 'city': 'Howardhaven', 'state': 'WV', 'zip': '55942', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [84, 31, 21, 83, 69]}"
1306,Christine,Scott,robert54@example.net,+1-449-820-5178x987,2021-09-27,2023-02-18,Regular,29,4361.46,169.04,Social Media,True,"{'street': '419 Zachary Shores', 'city': 'Harryberg', 'state': 'AL', 'zip': '82468', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [76, 38, 4, 78]}"
1307,Jeremy,Smith,sarahprince@example.com,6205961208,2021-09-16,2023-08-23,VIP,31,5405.85,186.11,Web Search,True,"{'street': '635 Ramsey Extensions Apt. 574', 'city': 'Aimeehaven', 'state': 'MD', 'zip': '94926', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Appliances'], 'communication_preferences': ['Email'], 'favorite_products': [25, 88, 76, 13]}"
1308,Anthony,Wells,jameswhite@example.com,824-542-0701x7438,2022-07-11,2022-12-21,Premium,32,5546.62,271.33,Advertisement,True,"{'street': '551 Sandra Ways Suite 225', 'city': 'South Shawn', 'state': 'WV', 'zip': '68865', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Mail'], 'favorite_products': []}"
1309,Dominic,Mcdowell,christopher27@example.net,482-252-7446x0698,2024-07-13,2024-08-22,Regular,7,2814.35,489.68,Social Media,True,"{'street': '59284 Taylor Lodge', 'city': 'Marystad', 'state': 'GA', 'zip': '62897', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
1310,Jenna,Pennington,feliciaharris@example.net,(255)629-1652,2023-11-10,2024-01-16,Premium,17,4077.46,243.94,Referral,True,"{'street': '831 Mary Route Suite 963', 'city': 'Bobbyberg', 'state': 'AK', 'zip': '57466', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [88]}"
1311,Jeremy,Riley,allison25@example.net,550.948.0680x508,2023-09-17,2025-02-16,VIP,11,6517.75,1049.75,Direct,True,"{'street': '344 Carla Station', 'city': 'Lake Kathryntown', 'state': 'MD', 'zip': '77271', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': []}"
1312,Steven,Johnson,allisonrollins@example.com,226-986-1005x6163,2022-03-14,2023-12-05,Regular,37,12782.87,373.7,Direct,False,"{'street': '9862 Jones Heights Suite 656', 'city': 'South Neilton', 'state': 'MP', 'zip': '96794', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'Mail', 'SMS'], 'favorite_products': []}"
1313,Jesse,Murphy,richardgarcia@example.org,001-332-570-1489x809,2022-11-22,2023-09-29,Regular,21,2584.28,136.36,Social Media,True,"{'street': '765 Kevin Court Suite 746', 'city': 'Kellystad', 'state': 'MP', 'zip': '82651', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Clothing'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [85]}"
1314,Patricia,Rodriguez,heatherfrost@example.com,857.678.3321x72016,2024-11-27,2025-03-09,Premium,5,1343.12,1343.12,Referral,True,"{'street': '8221 Haley Hill', 'city': 'North Mary', 'state': 'KY', 'zip': '89565', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [32, 65]}"
1315,Daniel,Perez,ocarroll@example.net,726-451-3467x8882,2024-06-07,2024-12-08,Premium,4,1340.44,222.29,Partner,False,"{'street': '5498 Tiffany Skyway Suite 332', 'city': 'Michelleside', 'state': 'MI', 'zip': '35757', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing', 'Furniture'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [77, 47, 82, 74]}"
1316,Nathaniel,Morris,hernandezdanielle@example.net,911-813-0148x507,2023-04-17,2025-04-12,VIP,20,8291.61,1441.83,Direct,True,"{'street': '378 Eric Vista', 'city': 'Diazberg', 'state': 'IN', 'zip': '82749', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [62, 23]}"
1317,Monica,Perkins,frenchkimberly@example.org,446.610.7917,2021-05-25,2024-06-09,Regular,23,17802.57,584.84,Web Search,False,"{'street': '9022 Henry Drive Suite 767', 'city': 'New Billy', 'state': 'VT', 'zip': '36078', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Mail', 'Phone', 'Email'], 'favorite_products': [97, 66, 88]}"
1318,David,Estes,scott56@example.com,667-261-3033x8347,2021-04-20,2022-09-28,New,42,9998.67,431.73,Advertisement,False,"{'street': '924 Kerry Valley Apt. 566', 'city': 'East Wesley', 'state': 'IN', 'zip': '83023', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email'], 'favorite_products': []}"
1319,Randy,Henderson,nguyenmichael@example.com,(963)288-2434,2022-03-07,2023-01-07,Regular,9,509.46,18.35,Advertisement,True,"{'street': '123 Williams Coves Apt. 283', 'city': 'Lisachester', 'state': 'DE', 'zip': '40214', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [20, 21, 99, 44, 63]}"
1320,Lance,Morgan,sheltonwilliam@example.com,001-468-368-8190x9776,2022-05-01,2023-02-19,Regular,10,13269.55,3315.93,Web Search,True,"{'street': '1687 Stephens Vista Apt. 728', 'city': 'Port Biancachester', 'state': 'AR', 'zip': '57234', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Email'], 'favorite_products': [27]}"
1321,Spencer,Pearson,melissa63@example.org,6339540916,2024-07-16,2025-03-26,Premium,7,3152.06,378.63,Advertisement,True,"{'street': '6563 Wyatt Point Suite 447', 'city': 'Jesuschester', 'state': 'DC', 'zip': '25280', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [78, 20]}"
1322,Mallory,Miller,rogerskevin@example.org,289.516.3881x958,2020-08-10,2024-09-04,Regular,51,20523.15,415.93,Partner,True,"{'street': '94245 Sanchez Curve', 'city': 'Carolyntown', 'state': 'MP', 'zip': '22565', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': []}"
1323,Stanley,Martinez,wandatorres@example.net,742-596-0131x56756,2024-02-08,2024-02-27,New,11,4741.05,305.74,Advertisement,True,"{'street': '812 Neal Village Apt. 527', 'city': 'Jeffreyburgh', 'state': 'NM', 'zip': '06398', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Email', 'Mail'], 'favorite_products': [9, 88, 53]}"
1324,Aaron,Taylor,andersondylan@example.net,(808)745-7052x838,2024-09-13,2025-03-26,New,5,808.6,389.42,Social Media,False,"{'street': '462 Carol Way Apt. 888', 'city': 'New Carolynhaven', 'state': 'RI', 'zip': '68513', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [84]}"
1325,Alexander,Smith,john23@example.com,001-429-403-1423x42587,2023-09-19,2025-04-01,New,6,8448.79,951.73,Web Search,True,"{'street': '5710 Judith Port Suite 401', 'city': 'Hessmouth', 'state': 'NM', 'zip': '05575', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [16, 87, 64]}"
1326,Nicole,Ortiz,thomasking@example.net,5924589327,2023-03-17,2024-06-19,New,9,1074.4,61.8,Social Media,False,"{'street': '2130 Wanda Rapid Suite 358', 'city': 'Lake Jennifer', 'state': 'TN', 'zip': '81125', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS', 'Email'], 'favorite_products': [24, 71, 83, 28, 97]}"
1327,Dylan,Diaz,clinton30@example.net,658.586.9317,2022-03-23,2022-06-21,VIP,27,7127.18,210.94,Referral,True,"{'street': '8004 Christopher Center Apt. 228', 'city': 'Morganshire', 'state': 'MP', 'zip': '62092', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': []}"
1328,William,Kim,jordanmichelle@example.net,(280)928-6187x76928,2020-11-02,2021-03-11,New,11,13476.33,533.98,Web Search,True,"{'street': '15052 Campos Well Suite 813', 'city': 'South Johnmouth', 'state': 'CO', 'zip': '46585', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone'], 'favorite_products': [50, 42, 84]}"
1329,Randall,Woodard,adam89@example.net,644-927-7046x3678,2021-11-15,2023-11-28,New,30,3994.03,177.93,Social Media,False,"{'street': '20195 Jennifer Ridges Apt. 600', 'city': 'Rileyburgh', 'state': 'AL', 'zip': '64196', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['SMS', 'Mail', 'Phone'], 'favorite_products': [91, 45]}"
1330,Susan,Carter,heathersandoval@example.net,(370)304-2097,2022-09-13,2023-09-21,New,16,8486.41,736.7,Social Media,True,"{'street': '77321 Kimberly Forest', 'city': 'West Jermainemouth', 'state': 'AZ', 'zip': '65525', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [21, 60, 27]}"
1331,Angela,Brown,ngarcia@example.com,(395)913-0883x71433,2023-01-01,2023-06-15,Premium,25,11651.99,936.23,Referral,True,"{'street': '62470 Gonzales Harbors Apt. 340', 'city': 'Rebeccaborough', 'state': 'ID', 'zip': '63026', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Phone'], 'favorite_products': [61, 31, 5]}"
1332,Natalie,Martin,victoria02@example.org,(878)844-0528x8852,2024-12-18,2025-03-13,Regular,1,1707.67,1707.67,Social Media,True,"{'street': '7116 Walker Wells Suite 025', 'city': 'North Amy', 'state': 'ND', 'zip': '01954', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS'], 'favorite_products': [33]}"
1333,Renee,Chapman,bonniewalker@example.net,(413)833-2768x303,2025-01-09,2025-02-07,New,3,992.92,992.92,Social Media,True,"{'street': '41340 Denise Stravenue', 'city': 'North Marcfort', 'state': 'MS', 'zip': '98669', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Phone', 'SMS', 'Email'], 'favorite_products': [31, 47, 77, 2, 87]}"
1334,Nicholas,Gonzalez,chapmandarryl@example.org,001-636-533-5910x947,2025-02-06,2025-03-12,New,2,809.73,313.67,Partner,True,"{'street': '905 Martinez Roads Suite 789', 'city': 'West Joshua', 'state': 'AK', 'zip': '14786', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [39, 9, 96, 18]}"
1335,Cynthia,Wiggins,chase17@example.org,258-658-4479x31491,2022-03-17,2023-03-03,Premium,11,6086.16,555.1,Web Search,True,"{'street': '067 Ashley Well Suite 884', 'city': 'Saraland', 'state': 'AS', 'zip': '91978', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [84]}"
1336,Ashley,Murphy,vicki77@example.net,(855)818-1673,2023-03-29,2023-06-27,Regular,23,4581.34,334.37,Direct,True,"{'street': '121 Jacobson Groves Suite 081', 'city': 'Mooreside', 'state': 'VT', 'zip': '61562', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': []}"
1337,Amber,Ramsey,ricegary@example.net,(671)529-7660x18479,2022-12-21,2023-10-23,Regular,26,1848.49,138.68,Referral,True,"{'street': '1204 Smith Lodge', 'city': 'East Darrellfort', 'state': 'GA', 'zip': '81635', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': []}"
1338,Anthony,Stanley,jonathan05@example.org,(259)527-9109,2021-06-11,2024-08-17,New,28,15251.82,600.62,Direct,True,"{'street': '4368 Brady Knoll', 'city': 'North Christopherburgh', 'state': 'NE', 'zip': '97811', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [38, 89]}"
1339,Oscar,Webb,danarodriguez@example.com,(219)698-9081,2021-09-23,2023-07-09,Regular,21,5294.84,677.94,Advertisement,True,"{'street': '2207 Brewer Crossroad Suite 748', 'city': 'Lake Katrinastad', 'state': 'SC', 'zip': '13407', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'Email', 'SMS'], 'favorite_products': [76, 79]}"
1340,Alexis,Tucker,connielewis@example.org,+1-825-776-3521,2023-07-09,2024-06-03,VIP,15,2296.97,425.89,Web Search,True,"{'street': '560 Ortiz Lodge Apt. 808', 'city': 'Wyattview', 'state': 'NH', 'zip': '09229', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [12, 13, 86, 72, 78]}"
1341,Kenneth,Harris,rbuck@example.org,001-740-409-5806,2023-04-16,2024-03-07,Regular,15,809.4,97.63,Referral,True,"{'street': '330 Chelsea Viaduct', 'city': 'Hartfurt', 'state': 'NE', 'zip': '38878', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [69, 58, 95, 19, 84]}"
1342,Christopher,Wallace,thomasgriffith@example.net,887-348-5132x81613,2020-11-27,2021-06-30,Premium,27,11943.12,566.79,Partner,True,"{'street': '696 Jerry Forest', 'city': 'Rodriguezside', 'state': 'KS', 'zip': '85945', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Appliances'], 'communication_preferences': ['Email'], 'favorite_products': [14]}"
1343,Brittney,Branch,sean70@example.com,001-244-960-0646,2020-07-27,2020-08-18,Premium,45,22677.12,451.36,Direct,True,"{'street': '011 John Spurs', 'city': 'Calebfurt', 'state': 'TX', 'zip': '11797', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [10, 89, 82, 57]}"
1344,Erin,Taylor,saracook@example.net,001-314-693-7331x8444,2023-04-26,2025-05-01,New,3,12190.74,524.02,Web Search,True,"{'street': '686 Torres Fords', 'city': 'Claudialand', 'state': 'SC', 'zip': '75366', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': [5, 95, 15]}"
1345,Alejandro,Friedman,uwhite@example.net,(596)925-7794x3180,2023-04-07,2023-09-05,Regular,7,2096.52,247.71,Advertisement,True,"{'street': '24973 Keller Tunnel', 'city': 'North Lisaberg', 'state': 'PW', 'zip': '00809', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Clothing'], 'communication_preferences': ['SMS', 'Phone', 'Email'], 'favorite_products': []}"
1346,Megan,Edwards,denisecrawford@example.net,636-669-6101,2024-03-28,2024-10-01,Regular,5,743.87,121.46,Referral,True,"{'street': '181 Carlos Fork Apt. 378', 'city': 'South Joshua', 'state': 'SC', 'zip': '26533', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Clothing'], 'communication_preferences': ['Email', 'SMS', 'Phone'], 'favorite_products': [16, 61]}"
